1.6011e-18
6.625706e-26 	 0.000000e+00 	 0.000000e+00 	 0.000000e+00 
1.603001e-22 	 4.462834e-18 	 1.633139e-18 	 0.000000e+00 
6.421635e-22 	 2.224695e-18 	 6.476485e-19 	 0.000000e+00 
1.448488e-21 	 1.467781e-18 	 5.013003e-19 	 0.000000e+00 
2.584138e-21 	 1.088731e-18 	 4.752652e-19 	 0.000000e+00 
4.055989e-21 	 8.619437e-19 	 4.751450e-19 	 0.000000e+00 
5.873000e-21 	 7.094775e-19 	 4.804342e-19 	 0.000000e+00 
8.046305e-21 	 6.025609e-19 	 4.858283e-19 	 0.000000e+00 
1.058932e-20 	 5.233039e-19 	 4.898515e-19 	 0.000000e+00 
1.351791e-20 	 4.622979e-19 	 4.922944e-19 	 0.000000e+00 
1.685048e-20 	 4.153909e-19 	 4.931159e-19 	 0.000000e+00 
2.060828e-20 	 3.784030e-19 	 4.925577e-19 	 0.000000e+00 
2.481553e-20 	 3.489511e-19 	 4.908133e-19 	 0.000000e+00 
2.949973e-20 	 3.260918e-19 	 4.880104e-19 	 0.000000e+00 
3.469194e-20 	 3.075914e-19 	 4.844071e-19 	 0.000000e+00 
4.042715e-20 	 2.934043e-19 	 4.801106e-19 	 0.000000e+00 
4.674462e-20 	 2.822561e-19 	 4.753216e-19 	 0.000000e+00 
5.368840e-20 	 2.732607e-19 	 4.701725e-19 	 0.000000e+00 
6.130775e-20 	 2.659066e-19 	 4.647385e-19 	 0.000000e+00 
6.965780e-20 	 2.600949e-19 	 4.591405e-19 	 0.000000e+00 
7.880015e-20 	 2.556054e-19 	 4.536372e-19 	 0.000000e+00 
8.880365e-20 	 2.516223e-19 	 4.481622e-19 	 0.000000e+00 
9.974522e-20 	 2.479427e-19 	 4.426415e-19 	 0.000000e+00 
1.117109e-19 	 2.446866e-19 	 4.376794e-19 	 0.000000e+00 
1.247967e-19 	 2.412673e-19 	 4.328142e-19 	 0.000000e+00 
1.391104e-19 	 2.376977e-19 	 4.281674e-19 	 0.000000e+00 
1.547722e-19 	 2.338046e-19 	 4.240609e-19 	 0.000000e+00 
1.719171e-19 	 2.294636e-19 	 4.204749e-19 	 0.000000e+00 
1.906963e-19 	 2.246674e-19 	 4.169364e-19 	 0.000000e+00 
2.112796e-19 	 2.192775e-19 	 4.141712e-19 	 0.000000e+00 
2.338576e-19 	 2.133378e-19 	 4.116213e-19 	 0.000000e+00 
2.586447e-19 	 2.068057e-19 	 4.094698e-19 	 0.000000e+00 
2.858821e-19 	 1.997569e-19 	 4.079115e-19 	 0.000000e+00 
3.158419e-19 	 1.921476e-19 	 4.064748e-19 	 0.000000e+00 
3.488308e-19 	 1.840263e-19 	 4.053883e-19 	 0.000000e+00 
3.851955e-19 	 1.756999e-19 	 4.047025e-19 	 0.000000e+00 
4.253278e-19 	 1.668154e-19 	 4.040949e-19 	 0.000000e+00 
4.696717e-19 	 1.578991e-19 	 4.037650e-19 	 0.000000e+00 
5.187303e-19 	 1.486846e-19 	 4.035005e-19 	 0.000000e+00 
5.730748e-19 	 1.393592e-19 	 4.033439e-19 	 0.000000e+00 
6.333549e-19 	 1.302090e-19 	 4.032096e-19 	 0.000000e+00 
7.003095e-19 	 1.206912e-19 	 4.030819e-19 	 0.000000e+00 
7.747813e-19 	 1.119815e-19 	 4.028791e-19 	 0.000000e+00 
8.577318e-19 	 1.030144e-19 	 4.026090e-19 	 0.000000e+00 
9.502603e-19 	 9.458657e-20 	 4.022024e-19 	 0.000000e+00 
1.053624e-18 	 8.644668e-20 	 4.016447e-19 	 0.000000e+00 
1.169266e-18 	 7.836022e-20 	 4.009380e-19 	 0.000000e+00 
1.298840e-18 	 7.124524e-20 	 3.999926e-19 	 0.000000e+00 
1.444249e-18 	 6.398495e-20 	 3.988798e-19 	 0.000000e+00 
1.607680e-18 	 5.736581e-20 	 3.975286e-19 	 0.000000e+00 
1.791659e-18 	 5.166921e-20 	 3.959365e-19 	 0.000000e+00 
1.999098e-18 	 4.587923e-20 	 3.941371e-19 	 0.000000e+00 
2.233366e-18 	 4.056515e-20 	 3.920966e-19 	 0.000000e+00 
2.498361e-18 	 3.594573e-20 	 3.898427e-19 	 0.000000e+00 
2.798606e-18 	 3.182116e-20 	 3.873923e-19 	 0.000000e+00 
3.139351e-18 	 2.780279e-20 	 3.846978e-19 	 0.000000e+00 
3.526704e-18 	 2.421486e-20 	 3.817962e-19 	 0.000000e+00 
3.967778e-18 	 2.124858e-20 	 3.787797e-19 	 0.000000e+00 
4.470872e-18 	 1.848230e-20 	 3.755668e-19 	 0.000000e+00 
5.045680e-18 	 1.589473e-20 	 3.721243e-19 	 0.000000e+00 
5.703549e-18 	 1.376602e-20 	 3.686150e-19 	 0.000000e+00 
6.457776e-18 	 1.186276e-20 	 3.649684e-19 	 0.000000e+00 
7.323968e-18 	 1.012687e-20 	 3.611383e-19 	 0.000000e+00 
8.320477e-18 	 8.597259e-21 	 3.571647e-19 	 0.000000e+00 
9.468907e-18 	 7.381503e-21 	 3.532440e-19 	 0.000000e+00 
1.079474e-17 	 6.277018e-21 	 3.491761e-19 	 0.000000e+00 
1.232808e-17 	 5.291194e-21 	 3.449668e-19 	 0.000000e+00 
1.410455e-17 	 4.433000e-21 	 3.406491e-19 	 0.000000e+00 
1.616633e-17 	 3.735918e-21 	 3.363760e-19 	 0.000000e+00 
1.856353e-17 	 3.151565e-21 	 3.320917e-19 	 0.000000e+00 
2.135569e-17 	 2.634817e-21 	 3.277042e-19 	 0.000000e+00 
2.461373e-17 	 2.192509e-21 	 3.232599e-19 	 0.000000e+00 
2.842222e-17 	 1.831864e-21 	 3.188645e-19 	 0.000000e+00 
